Critical Date Report ID,Report Date,Depository,Account Number,Event ID,CA ID,Event Reference,Security Name,Security Code,CUSIP,ISIN,Event Type,Sub Event Type,Expiry Date,Response Deadline,Check Expiry Date,In Voluntary Events Schedule Flag,VES Match Method,Duplicate Removed Flag,Odd Lot Offer Flag,Mandatory Event Flag,Remarks,Research Outcome,Added To VES Flag,Forwarded To Officer Flag,Final Disposition
CDR-0050086,2025-09-07,DTC,ACCT-902049,VES-030025,BNK-0600025,DEP-09000025,Meadowfield Media Inc,S640378,74DN24QPH,CA74DN24QPH4,Odd Lot Offer,,2025-09-20,2025-09-18,2025-09-20,Y,ISIN,N,Y,N,Already in VES; monitoring only.,Resolved,N,Y,Awaiting Election
CDR-0050087,2025-09-07,I&TS,,VES-030121,BNK-0600121,DEP-09000121,Evergreen Bank AG,S086943,WJ0U8M084,BMWJ0U8M0845,Late Tender Offer,,2025-09-27,2025-09-25,2025-09-27,Y,Manual,N,N,N,,Resolved,N,Y,Monitored
CDR-0050088,2025-09-07,CDS,,VES-030111,BNK-0600111,DEP-09000111,Umbra Technology SE,S970784,MD17LCOGJ,BMMD17LCOGJ6,Consent Solicitation,,2025-09-12,2025-09-10,2025-09-12,Y,Depo Event ID,N,N,N,Duplicate from prior report; removed.,Under Review,N,Y,Monitored
CDR-0050089,2025-09-07,Euroclear,,VES-030022,BNK-0600022,DEP-09000022,Glenmoor Capital AG,S302522,PBSRFJ2Q6,GBPBSRFJ2Q67,Consent Exchange Offer,,2025-09-17,2025-09-15,2025-09-17,Y,Depo Event ID,N,N,N,Newly identified; added to VES.,Confirmed,N,Y,Awaiting Documentation
CDR-0050090,2025-09-14,DTC,ACCT-770826,VES-030043,BNK-0600043,DEP-09000043,Fairhaven Energy AG,S137496,1584IYRSN,CA1584IYRSN6,Rights Offering,,2025-09-26,2025-09-24,2025-09-26,N,,Y,N,N,Multi-depository; using bulk-of-holdings expiry.,Under Review,N,N,Monitored
CDR-0050091,2025-09-14,DTC,ACCT-721477,VES-030025,BNK-0600025,DEP-09000025,Meadowfield Media Inc,S640378,74DN24QPH,CA74DN24QPH4,Odd Lot Offer,,2025-09-20,2025-09-18,2025-09-20,Y,Depo Event ID,N,Y,N,Multi-depository; using bulk-of-holdings expiry.,,N,Y,Closed
CDR-0050092,2025-09-14,Euroclear,,VES-030022,BNK-0600022,DEP-09000022,Glenmoor Capital AG,S302522,PBSRFJ2Q6,GBPBSRFJ2Q67,Consent Exchange Offer,,2025-09-17,2025-09-15,2025-09-17,Y,ISIN,N,N,N,Already in VES; monitoring only.,Under Review,N,Y,Closed
CDR-0050093,2025-09-21,DTC,ACCT-509196,VES-030043,BNK-0600043,DEP-09000043,Fairhaven Energy AG,S137496,1584IYRSN,CA1584IYRSN6,Rights Offering,,2025-09-26,2025-09-24,2025-09-26,Y,CUSIP,N,N,N,Within 15BD window; routed to Processing Officer.,Under Review,N,Y,Closed
CDR-0050094,2025-09-21,Euroclear,,VES-030017,BNK-0600017,DEP-09000017,Northstar Properties plc,S323064,CADBAYROA,GBCADBAYROA3,Late Tender Offer,,2025-10-03,2025-10-01,2025-10-03,Y,Manual,N,N,N,Newly identified; added to VES.,Under Review,N,Y,Closed
CDR-0050095,2025-09-21,CDS,,VES-030104,BNK-0600104,DEP-09000104,Meadowfield Pharmaceuticals Ltd,S260312,K0PMUJVWY,GBK0PMUJVWY3,Rights Offering,,2025-10-12,2025-10-10,2025-10-12,Y,Depo Event ID,N,N,N,,,N,Y,Closed
CDR-0050096,2025-09-21,I&TS,,VES-030121,BNK-0600121,DEP-09000121,Evergreen Bank AG,S086943,WJ0U8M084,BMWJ0U8M0845,Late Tender Offer,,2025-09-27,2025-09-25,2025-09-27,N,,N,N,N,Already in VES; monitoring only.,Confirmed,Y,Y,Awaiting Documentation
CDR-0050097,2025-09-21,I&TS,,VES-030078,BNK-0600078,DEP-09000078,Aldergrove Bank Inc,S821591,W9DJSSI40,CAW9DJSSI403,Consent Solicitation,,2025-10-08,2025-10-06,2025-10-08,Y,CUSIP,N,N,N,Newly identified; added to VES.,Confirmed,N,Y,Monitored
CDR-0050098,2025-09-21,DTC,ACCT-975622,VES-030046,BNK-0600046,DEP-09000046,Glenmoor Holdings plc,S401117,HMWNR09HK,CAHMWNR09HK6,Consent Exchange Offer,,2025-09-27,2025-09-25,2025-09-27,Y,Depo Event ID,N,N,N,Newly identified; added to VES.,Under Review,N,Y,Awaiting Documentation
CDR-0050099,2025-09-28,Euroclear,,VES-030017,BNK-0600017,DEP-09000017,Northstar Properties plc,S323064,CADBAYROA,GBCADBAYROA3,Late Tender Offer,,2025-10-03,2025-10-01,2025-10-03,Y,Manual,N,N,N,Newly identified; added to VES.,Confirmed,N,Y,Awaiting Documentation
CDR-0050100,2025-09-28,Euroclear,,VES-030072,BNK-0600072,DEP-09000072,Verdant Aerospace NV,S029601,OHXVXQZ1J,CAOHXVXQZ1J4,Odd Lot Offer,,2025-10-06,2025-10-04,2025-10-06,Y,ISIN,N,Y,N,Within 15BD window; routed to Processing Officer.,Confirmed,N,Y,Monitored
CDR-0050101,2025-09-28,I&TS,,VES-030126,BNK-0600126,DEP-09000126,Harborlight Aerospace Inc,S271586,ZM2NGCQVP,CAZM2NGCQVP3,Annual Redemption Privilege,,2025-10-06,2025-10-04,2025-10-06,Y,Depo Event ID,N,N,N,,Resolved,N,Y,Awaiting Documentation
CDR-0050102,2025-09-28,CDS,,VES-030104,BNK-0600104,DEP-09000104,Meadowfield Pharmaceuticals Ltd,S260312,K0PMUJVWY,GBK0PMUJVWY3,Rights Offering,,2025-10-12,2025-10-10,2025-10-12,Y,ISIN,N,N,N,Multi-depository; using bulk-of-holdings expiry.,Confirmed,N,Y,Awaiting Documentation
CDR-0050103,2025-09-28,CDS,,VES-030134,BNK-0600134,DEP-09000134,Quartz Peak Technology Corp,S260606,YW3XFMU6L,KYYW3XFMU6L5,Early Tender Offer,,2025-10-16,2025-10-14,2025-10-16,Y,Manual,N,N,N,,Confirmed,N,Y,Monitored
CDR-0050104,2025-09-28,I&TS,,VES-030078,BNK-0600078,DEP-09000078,Aldergrove Bank Inc,S821591,W9DJSSI40,CAW9DJSSI403,Consent Solicitation,,2025-10-08,2025-10-06,2025-10-08,Y,ISIN,N,N,N,,Confirmed,N,Y,Awaiting Election
CDR-0050105,2025-09-28,CDS,,VES-030063,BNK-0600063,DEP-09000063,Kestrel Resources plc,S643872,SIDDRYO1O,GBSIDDRYO1O5,Tender Offer,,2025-10-13,2025-10-11,2025-10-13,Y,Depo Event ID,N,N,N,Duplicate from prior report; removed.,,N,Y,Awaiting Documentation
CDR-0050106,2025-10-05,CDS,,VES-030134,BNK-0600134,DEP-09000134,Quartz Peak Technology Corp,S260606,YW3XFMU6L,KYYW3XFMU6L5,Early Tender Offer,,2025-10-16,2025-10-14,2025-10-16,Y,ISIN,N,N,N,Duplicate from prior report; removed.,,N,Y,Closed
CDR-0050107,2025-10-05,CDS,,VES-030099,BNK-0600099,DEP-09000099,Kestrel Resources plc,S643872,SIDDRYO1O,GBSIDDRYO1O5,Annual Redemption Privilege,,2025-10-23,2025-10-21,2025-10-23,Y,ISIN,N,N,N,,Confirmed,N,Y,Awaiting Election
CDR-0050108,2025-10-05,I&TS,,VES-030126,BNK-0600126,DEP-09000126,Harborlight Aerospace Inc,S271586,ZM2NGCQVP,CAZM2NGCQVP3,Annual Redemption Privilege,,2025-10-06,2025-10-04,2025-10-06,Y,ISIN,N,N,N,,,N,Y,Closed
CDR-0050109,2025-10-05,CDS,,VES-030104,BNK-0600104,DEP-09000104,Meadowfield Pharmaceuticals Ltd,S260312,K0PMUJVWY,GBK0PMUJVWY3,Rights Offering,,2025-10-12,2025-10-10,2025-10-12,Y,Manual,N,N,N,Within 15BD window; routed to Processing Officer.,Confirmed,N,Y,Monitored
CDR-0050110,2025-10-05,Euroclear,,VES-030108,BNK-0600108,DEP-09000108,Tideline Capital SA,S218466,80QXORTIR,KY80QXORTIR7,Tender Offer,,2025-10-26,2025-10-24,2025-10-26,Y,Depo Event ID,N,N,N,Multi-depository; using bulk-of-holdings expiry.,Resolved,N,Y,Awaiting Documentation
CDR-0050111,2025-10-05,CDS,,VES-030063,BNK-0600063,DEP-09000063,Kestrel Resources plc,S643872,SIDDRYO1O,GBSIDDRYO1O5,Tender Offer,,2025-10-13,2025-10-11,2025-10-13,Y,ISIN,N,N,N,Within 15BD window; routed to Processing Officer.,,N,Y,Monitored
CDR-0050112,2025-10-05,Euroclear,,VES-030072,BNK-0600072,DEP-09000072,Verdant Aerospace NV,S029601,OHXVXQZ1J,CAOHXVXQZ1J4,Odd Lot Offer,,2025-10-06,2025-10-04,2025-10-06,Y,ISIN,N,Y,N,Duplicate from prior report; removed.,,N,Y,Awaiting Documentation
CDR-0050113,2025-10-05,I&TS,,VES-030110,BNK-0600110,DEP-09000110,Meadowfield Holdings AG,S671081,9DNRRNDAK,BM9DNRRNDAK9,Annual Redemption Privilege,,2025-10-25,2025-10-23,2025-10-25,Y,ISIN,N,N,N,Multi-depository; using bulk-of-holdings expiry.,Under Review,N,Y,Awaiting Election
CDR-0050114,2025-10-12,CDS,,VES-030134,BNK-0600134,DEP-09000134,Quartz Peak Technology Corp,S260606,YW3XFMU6L,KYYW3XFMU6L5,Early Tender Offer,,2025-10-16,2025-10-14,2025-10-16,Y,ISIN,N,N,N,,,N,Y,Closed
CDR-0050115,2025-10-12,Euroclear,,VES-030108,BNK-0600108,DEP-09000108,Tideline Capital SA,S218466,80QXORTIR,KY80QXORTIR7,Tender Offer,,2025-10-26,2025-10-24,2025-10-26,Y,ISIN,N,N,N,Within 15BD window; routed to Processing Officer.,Under Review,N,Y,Awaiting Documentation
CDR-0050116,2025-10-12,CDS,,VES-030063,BNK-0600063,DEP-09000063,Kestrel Resources plc,S643872,SIDDRYO1O,GBSIDDRYO1O5,Tender Offer,,2025-10-13,2025-10-11,2025-10-13,Y,CUSIP,N,N,N,,,N,Y,Closed
CDR-0050117,2025-10-12,Euroclear,,VES-030041,BNK-0600041,DEP-09000041,Doverpoint Media SE,S586514,B5LQ0YNTP,CAB5LQ0YNTP1,Warrant Redemption,,2025-10-29,2025-10-27,2025-10-29,N,,N,N,N,Duplicate from prior report; removed.,,Y,Y,Closed
CDR-0050118,2025-10-19,DTC,ACCT-637097,VES-030053,BNK-0600053,DEP-09000053,Zephyr Resources NV,S793154,GKHRT44H6,BMGKHRT44H63,Warrant Exercise,,2025-10-24,2025-10-22,2025-10-24,Y,Depo Event ID,Y,N,N,Already in VES; monitoring only.,,N,N,Awaiting Documentation
CDR-0050119,2025-10-19,Euroclear,,VES-030041,BNK-0600041,DEP-09000041,Doverpoint Media SE,S586514,B5LQ0YNTP,CAB5LQ0YNTP1,Warrant Redemption,,2025-10-29,2025-10-27,2025-10-29,N,,N,N,N,Multi-depository; using bulk-of-holdings expiry.,Confirmed,Y,Y,Closed
CDR-0050120,2025-10-19,I&TS,,VES-030110,BNK-0600110,DEP-09000110,Meadowfield Holdings AG,S671081,9DNRRNDAK,BM9DNRRNDAK9,Annual Redemption Privilege,,2025-10-25,2025-10-23,2025-10-25,Y,ISIN,N,N,N,Newly identified; added to VES.,Confirmed,N,Y,Awaiting Election
CDR-0050121,2025-10-19,DTC,ACCT-664970,VES-030035,BNK-0600035,DEP-09000035,Juniper Pharmaceuticals SE,S202269,EO530JMR8,KYEO530JMR86,Consent Exchange Offer,,2025-10-25,2025-10-23,2025-10-25,Y,ISIN,Y,N,N,Multi-depository; using bulk-of-holdings expiry.,Under Review,N,N,Awaiting Election
CDR-0050122,2025-10-19,Euroclear,,VES-030108,BNK-0600108,DEP-09000108,Tideline Capital SA,S218466,80QXORTIR,KY80QXORTIR7,Tender Offer,,2025-10-26,2025-10-24,2025-10-26,Y,Depo Event ID,N,N,N,Duplicate from prior report; removed.,Confirmed,N,Y,Awaiting Election
CDR-0050123,2025-10-19,CDS,,VES-030099,BNK-0600099,DEP-09000099,Kestrel Resources plc,S643872,SIDDRYO1O,GBSIDDRYO1O5,Annual Redemption Privilege,,2025-10-23,2025-10-21,2025-10-23,Y,Manual,N,N,N,,Confirmed,N,Y,Awaiting Election
CDR-0050124,2025-10-19,CDS,,VES-030128,BNK-0600128,DEP-09000128,Evergreen Holdings NV,S369665,XVJ067O1D,CAXVJ067O1D4,Annual Redemption Privilege,,2025-10-28,2025-10-26,2025-10-28,N,,N,N,N,Multi-depository; using bulk-of-holdings expiry.,Resolved,Y,Y,Awaiting Election
CDR-0050125,2025-10-19,Euroclear,,VES-030015,BNK-0600015,DEP-09000015,Doverpoint Media SE,S586514,B5LQ0YNTP,CAB5LQ0YNTP1,Tender Offer,,2025-10-30,2025-10-28,2025-10-30,Y,CUSIP,N,N,N,Multi-depository; using bulk-of-holdings expiry.,Confirmed,N,Y,Monitored
CDR-0050126,2025-10-26,CDS,,VES-030116,BNK-0600116,DEP-09000116,Zephyr Resources NV,S387935,UMVU05V6P,KYUMVU05V6P4,Early Tender Offer,,2025-11-17,2025-11-15,2025-11-17,Y,Depo Event ID,N,N,N,Multi-depository; using bulk-of-holdings expiry.,,N,Y,Closed
CDR-0050127,2025-10-26,Euroclear,,VES-030052,BNK-0600052,DEP-09000052,Tideline Bank plc,S815467,H5VJV2PUJ,USH5VJV2PUJ7,Warrant Exercise,,2025-11-16,2025-11-14,2025-11-16,Y,ISIN,N,N,N,,Resolved,N,Y,Awaiting Election
CDR-0050128,2025-10-26,Euroclear,,VES-030041,BNK-0600041,DEP-09000041,Doverpoint Media SE,S586514,B5LQ0YNTP,CAB5LQ0YNTP1,Warrant Redemption,,2025-10-29,2025-10-27,2025-10-29,Y,Depo Event ID,N,N,N,Within 15BD window; routed to Processing Officer.,Resolved,N,Y,Awaiting Election
CDR-0050129,2025-10-26,Euroclear,,VES-030108,BNK-0600108,DEP-09000108,Tideline Capital SA,S218466,80QXORTIR,KY80QXORTIR7,Tender Offer,,2025-10-26,2025-10-24,2025-10-26,Y,Depo Event ID,N,N,N,Newly identified; added to VES.,Under Review,N,Y,Closed
CDR-0050130,2025-10-26,Euroclear,,VES-030015,BNK-0600015,DEP-09000015,Doverpoint Media SE,S586514,B5LQ0YNTP,CAB5LQ0YNTP1,Tender Offer,,2025-10-30,2025-10-28,2025-10-30,Y,Manual,N,N,N,Multi-depository; using bulk-of-holdings expiry.,Under Review,N,Y,Awaiting Documentation
CDR-0050131,2025-10-26,I&TS,,VES-030107,BNK-0600107,DEP-09000107,Harborlight Aerospace Inc,S271586,ZM2NGCQVP,CAZM2NGCQVP3,Tender Offer,,2025-11-17,2025-11-15,2025-11-17,Y,ISIN,N,N,N,Already in VES; monitoring only.,Confirmed,N,Y,Awaiting Election
CDR-0050132,2025-10-26,CDS,,VES-030128,BNK-0600128,DEP-09000128,Evergreen Holdings NV,S369665,XVJ067O1D,CAXVJ067O1D4,Annual Redemption Privilege,,2025-10-28,2025-10-26,2025-10-28,Y,CUSIP,N,N,N,Newly identified; added to VES.,Under Review,N,Y,Awaiting Election
CDR-0050133,2025-11-02,Euroclear,,VES-030052,BNK-0600052,DEP-09000052,Tideline Bank plc,S815467,H5VJV2PUJ,USH5VJV2PUJ7,Warrant Exercise,,2025-11-16,2025-11-14,2025-11-16,Y,Manual,N,N,N,,Confirmed,N,Y,Closed
CDR-0050134,2025-11-02,I&TS,,VES-030001,BNK-0600001,DEP-09000001,Evergreen Bank AG,S086943,WJ0U8M084,BMWJ0U8M0845,Consent Solicitation,,2025-11-19,2025-11-17,2025-11-19,Y,Depo Event ID,N,N,N,Multi-depository; using bulk-of-holdings expiry.,Under Review,N,Y,Awaiting Documentation
CDR-0050135,2025-11-02,CDS,,VES-030116,BNK-0600116,DEP-09000116,Zephyr Resources NV,S387935,UMVU05V6P,KYUMVU05V6P4,Early Tender Offer,,2025-11-17,2025-11-15,2025-11-17,Y,Depo Event ID,N,N,N,Already in VES; monitoring only.,Confirmed,N,Y,Monitored
CDR-0050136,2025-11-02,I&TS,,VES-030107,BNK-0600107,DEP-09000107,Harborlight Aerospace Inc,S271586,ZM2NGCQVP,CAZM2NGCQVP3,Tender Offer,,2025-11-17,2025-11-15,2025-11-17,N,,N,N,N,Duplicate from prior report; removed.,Resolved,Y,Y,Monitored
CDR-0050137,2025-11-02,Euroclear,,VES-030082,BNK-0600082,DEP-09000082,Evergreen Holdings plc,S017543,02WA2TS4W,KY02WA2TS4W4,Consent Solicitation,,2025-11-19,2025-11-17,2025-11-19,Y,Manual,N,N,N,,Resolved,N,Y,Awaiting Election
CDR-0050138,2025-11-02,Euroclear,,VES-030131,BNK-0600131,DEP-09000131,Aldergrove Capital Ltd,S028611,HCTD25I0Y,BMHCTD25I0Y7,Consent Exchange Offer,,2025-11-22,2025-11-20,2025-11-22,Y,Depo Event ID,N,N,N,Multi-depository; using bulk-of-holdings expiry.,,N,Y,Awaiting Documentation
CDR-0050139,2025-11-02,Euroclear,,VES-030120,BNK-0600120,DEP-09000120,Meadowfield Pharmaceuticals Corp,S748889,PXPZ4C5PL,GBPXPZ4C5PL8,Exchange Offer,,2025-11-22,2025-11-20,2025-11-22,N,,N,N,N,Duplicate from prior report; removed.,,Y,Y,Closed
CDR-0050140,2025-11-09,CDS,,VES-030116,BNK-0600116,DEP-09000116,Zephyr Resources NV,S387935,UMVU05V6P,KYUMVU05V6P4,Early Tender Offer,,2025-11-17,2025-11-15,2025-11-17,Y,ISIN,N,N,N,Newly identified; added to VES.,Under Review,N,Y,Monitored
CDR-0050141,2025-11-09,CDS,,VES-030137,BNK-0600137,DEP-09000137,Quartz Peak Technology Corp,S260606,YW3XFMU6L,KYYW3XFMU6L5,Mini-Tender,,2025-11-28,2025-11-26,2025-11-28,Y,CUSIP,N,N,N,Newly identified; added to VES.,Resolved,N,Y,Closed
CDR-0050142,2025-11-09,Euroclear,,VES-030131,BNK-0600131,DEP-09000131,Aldergrove Capital Ltd,S028611,HCTD25I0Y,BMHCTD25I0Y7,Consent Exchange Offer,,2025-11-22,2025-11-20,2025-11-22,Y,CUSIP,N,N,N,Newly identified; added to VES.,,N,Y,Awaiting Documentation
CDR-0050143,2025-11-09,I&TS,,VES-030061,BNK-0600061,DEP-09000061,Umbra Technology AG,S937633,3O81NYR2P,BM3O81NYR2P2,Dutch Auction,,2025-11-28,2025-11-26,2025-11-28,Y,Depo Event ID,N,N,N,,Confirmed,N,Y,Awaiting Election
CDR-0050144,2025-11-09,I&TS,,VES-030001,BNK-0600001,DEP-09000001,Evergreen Bank AG,S086943,WJ0U8M084,BMWJ0U8M0845,Consent Solicitation,,2025-11-19,2025-11-17,2025-11-19,N,,N,N,N,Duplicate from prior report; removed.,Confirmed,Y,Y,Monitored
CDR-0050145,2025-11-16,I&TS,,VES-030061,BNK-0600061,DEP-09000061,Umbra Technology AG,S937633,3O81NYR2P,BM3O81NYR2P2,Dutch Auction,,2025-11-28,2025-11-26,2025-11-28,Y,Manual,N,N,N,Multi-depository; using bulk-of-holdings expiry.,Confirmed,N,Y,Awaiting Documentation
CDR-0050146,2025-11-16,DTC,ACCT-496292,VES-030008,BNK-0600008,DEP-09000008,Zephyr Resources NV,S793154,GKHRT44H6,BMGKHRT44H63,Tender Offer,,2025-11-29,2025-11-27,2025-11-29,N,,N,N,N,Duplicate from prior report; removed.,Under Review,Y,Y,Monitored
CDR-0050147,2025-11-16,Euroclear,,VES-030052,BNK-0600052,DEP-09000052,Tideline Bank plc,S815467,H5VJV2PUJ,USH5VJV2PUJ7,Warrant Exercise,,2025-11-16,2025-11-14,2025-11-16,Y,CUSIP,N,N,N,,Under Review,N,Y,Awaiting Documentation
CDR-0050148,2025-11-16,CDS,,VES-030116,BNK-0600116,DEP-09000116,Zephyr Resources NV,S387935,UMVU05V6P,KYUMVU05V6P4,Early Tender Offer,,2025-11-17,2025-11-15,2025-11-17,Y,Manual,N,N,N,Newly identified; added to VES.,Under Review,N,Y,Closed
CDR-0050149,2025-11-16,Euroclear,,VES-030082,BNK-0600082,DEP-09000082,Evergreen Holdings plc,S017543,02WA2TS4W,KY02WA2TS4W4,Consent Solicitation,,2025-11-19,2025-11-17,2025-11-19,Y,Manual,N,N,N,Newly identified; added to VES.,Confirmed,N,Y,Awaiting Election
CDR-0050150,2025-11-23,Euroclear,,VES-030096,BNK-0600096,DEP-09000096,Cedarwood Capital plc,S661755,HLG2LMOD7,KYHLG2LMOD70,Monthly Redemption Privilege,,2025-12-05,2025-12-03,2025-12-05,Y,Manual,N,N,N,Already in VES; monitoring only.,Resolved,N,Y,Awaiting Documentation
CDR-0050151,2025-11-23,I&TS,,VES-030061,BNK-0600061,DEP-09000061,Umbra Technology AG,S937633,3O81NYR2P,BM3O81NYR2P2,Dutch Auction,,2025-11-28,2025-11-26,2025-11-28,N,,N,N,N,Newly identified; added to VES.,Under Review,Y,Y,Awaiting Documentation
CDR-0050152,2025-11-23,CDS,,VES-030137,BNK-0600137,DEP-09000137,Quartz Peak Technology Corp,S260606,YW3XFMU6L,KYYW3XFMU6L5,Mini-Tender,,2025-11-28,2025-11-26,2025-11-28,Y,CUSIP,N,N,N,,Confirmed,N,Y,Awaiting Election
CDR-0050153,2025-11-30,Euroclear,,VES-030096,BNK-0600096,DEP-09000096,Cedarwood Capital plc,S661755,HLG2LMOD7,KYHLG2LMOD70,Monthly Redemption Privilege,,2025-12-05,2025-12-03,2025-12-05,Y,CUSIP,N,N,N,Newly identified; added to VES.,,N,Y,Monitored
CDR-0050154,2025-11-30,Euroclear,,VES-030055,BNK-0600055,DEP-09000055,Westmark Pharmaceuticals SA,S210795,MY3EKSVKF,USMY3EKSVKF9,Mini-Tender,,2025-12-20,2025-12-18,2025-12-20,Y,Depo Event ID,N,N,N,Newly identified; added to VES.,Under Review,N,Y,Closed
CDR-0050155,2025-11-30,I&TS,,VES-030033,BNK-0600033,DEP-09000033,Larkspur Energy SA,S945860,RZIDHS7DG,GBRZIDHS7DG4,Dutch Auction,,2025-12-07,2025-12-05,2025-12-07,Y,CUSIP,N,N,N,Multi-depository; using bulk-of-holdings expiry.,,N,Y,Closed
CDR-0050156,2025-11-30,CDS,,VES-030084,BNK-0600084,DEP-09000084,Zephyr Properties SE,S031501,E04ZI7CNK,CAE04ZI7CNK2,Convertible Debenture Conversion,,2025-12-16,2025-12-14,2025-12-16,Y,Depo Event ID,N,N,N,Newly identified; added to VES.,Under Review,N,Y,Closed
CDR-0050157,2025-11-30,Euroclear,,VES-030146,BNK-0600146,DEP-09000146,Westmark Mining SE,S470459,MPXVBOQDE,KYMPXVBOQDE2,Rights Offering,,2025-12-20,2025-12-18,2025-12-20,N,,N,N,N,Duplicate from prior report; removed.,Under Review,Y,Y,Awaiting Election
CDR-0050158,2025-12-07,Euroclear,,VES-030146,BNK-0600146,DEP-09000146,Westmark Mining SE,S470459,MPXVBOQDE,KYMPXVBOQDE2,Rights Offering,,2025-12-20,2025-12-18,2025-12-20,Y,ISIN,N,N,N,Already in VES; monitoring only.,,N,Y,Awaiting Documentation
CDR-0050159,2025-12-07,CDS,,VES-030084,BNK-0600084,DEP-09000084,Zephyr Properties SE,S031501,E04ZI7CNK,CAE04ZI7CNK2,Convertible Debenture Conversion,,2025-12-16,2025-12-14,2025-12-16,N,,N,N,N,Newly identified; added to VES.,Under Review,Y,Y,Monitored
CDR-0050160,2025-12-07,CDS,,VES-030006,BNK-0600006,DEP-09000006,Juniper Resources AG,S009268,7PUVMP1BD,US7PUVMP1BD8,Odd Lot Offer,,2025-12-29,2025-12-27,2025-12-29,N,,N,Y,N,Newly identified; added to VES.,,Y,Y,Monitored
CDR-0050161,2025-12-07,I&TS,,VES-030033,BNK-0600033,DEP-09000033,Larkspur Energy SA,S945860,RZIDHS7DG,GBRZIDHS7DG4,Dutch Auction,,2025-12-07,2025-12-05,2025-12-07,Y,ISIN,N,N,N,Newly identified; added to VES.,Under Review,N,Y,Closed
CDR-0050162,2025-12-07,Euroclear,,VES-030055,BNK-0600055,DEP-09000055,Westmark Pharmaceuticals SA,S210795,MY3EKSVKF,USMY3EKSVKF9,Mini-Tender,,2025-12-20,2025-12-18,2025-12-20,Y,Manual,N,N,N,Newly identified; added to VES.,Confirmed,N,Y,Monitored
CDR-0050163,2025-12-14,CDS,,VES-030006,BNK-0600006,DEP-09000006,Juniper Resources AG,S009268,7PUVMP1BD,US7PUVMP1BD8,Odd Lot Offer,,2025-12-29,2025-12-27,2025-12-29,Y,Depo Event ID,N,Y,N,Multi-depository; using bulk-of-holdings expiry.,Confirmed,N,Y,Monitored
CDR-0050164,2025-12-14,Euroclear,,VES-030146,BNK-0600146,DEP-09000146,Westmark Mining SE,S470459,MPXVBOQDE,KYMPXVBOQDE2,Rights Offering,,2025-12-20,2025-12-18,2025-12-20,N,,N,N,N,Multi-depository; using bulk-of-holdings expiry.,Under Review,Y,Y,Closed
CDR-0050165,2025-12-14,I&TS,,VES-030023,BNK-0600023,DEP-09000023,Evergreen Bank AG,S086943,WJ0U8M084,BMWJ0U8M0845,Convertible Debenture Conversion,,2026-01-03,2026-01-01,2026-01-03,Y,CUSIP,N,N,N,Already in VES; monitoring only.,Resolved,N,Y,Monitored
CDR-0050166,2025-12-14,CDS,,VES-030084,BNK-0600084,DEP-09000084,Zephyr Properties SE,S031501,E04ZI7CNK,CAE04ZI7CNK2,Convertible Debenture Conversion,,2025-12-16,2025-12-14,2025-12-16,Y,CUSIP,N,N,N,Within 15BD window; routed to Processing Officer.,Resolved,N,Y,Awaiting Election
CDR-0050167,2025-12-14,Euroclear,,VES-030055,BNK-0600055,DEP-09000055,Westmark Pharmaceuticals SA,S210795,MY3EKSVKF,USMY3EKSVKF9,Mini-Tender,,2025-12-20,2025-12-18,2025-12-20,Y,CUSIP,N,N,N,,,N,Y,Monitored
CDR-0050168,2025-12-21,DTC,ACCT-429762,VES-030029,BNK-0600029,DEP-09000029,Juniper Bio Inc,S758381,D8W72I6BN,GBD8W72I6BN5,Warrant Redemption,,2025-12-31,2025-12-29,2025-12-31,N,,N,N,N,Already in VES; monitoring only.,Under Review,Y,Y,Awaiting Documentation
CDR-0050169,2025-12-21,I&TS,,VES-030081,BNK-0600081,DEP-09000081,Oakhill Bank AG,S689913,DXGC9J90G,BMDXGC9J90G0,Mini-Tender,,2026-01-06,2026-01-04,2026-01-06,Y,Depo Event ID,N,N,N,,Resolved,N,Y,Awaiting Documentation
CDR-0050170,2025-12-21,CDS,,VES-030006,BNK-0600006,DEP-09000006,Juniper Resources AG,S009268,7PUVMP1BD,US7PUVMP1BD8,Odd Lot Offer,,2025-12-29,2025-12-27,2025-12-29,Y,ISIN,N,Y,N,Multi-depository; using bulk-of-holdings expiry.,,N,Y,Closed
CDR-0050171,2025-12-21,CDS,,VES-030065,BNK-0600065,DEP-09000065,Meadowfield Logistics plc,S589485,N0BIMVE3K,BMN0BIMVE3K4,Warrant Exercise,,2026-01-06,2026-01-04,2026-01-06,Y,Depo Event ID,N,N,N,Within 15BD window; routed to Processing Officer.,,N,Y,Closed
CDR-0050172,2025-12-21,I&TS,,VES-030023,BNK-0600023,DEP-09000023,Evergreen Bank AG,S086943,WJ0U8M084,BMWJ0U8M0845,Convertible Debenture Conversion,,2026-01-03,2026-01-01,2026-01-03,Y,CUSIP,N,N,N,,Confirmed,N,Y,Awaiting Documentation
CDR-0050173,2025-12-28,CDS,,VES-030006,BNK-0600006,DEP-09000006,Juniper Resources AG,S009268,7PUVMP1BD,US7PUVMP1BD8,Odd Lot Offer,,2025-12-29,2025-12-27,2025-12-29,Y,CUSIP,N,Y,N,Within 15BD window; routed to Processing Officer.,,N,Y,Awaiting Election
